winner_binary,season,team1,team2,runs_difference,wickets_difference,boundary_difference,team1_wickets,team2_wickets,team1_dot_ball_percentage,team2_dot_ball_percentage,toss_won_by_team1,toss_decision_bat,match_id
1,2024/25,United States of America,Oman,-4,2,-1,4,2,85.24590163934425,80.32786885245902,0,0,1468884
1,2024/25,Sri Lanka,Australia,-8,-2,-1,1,3,73.33333333333333,67.21311475409836,1,1,1469168
1,2025,Ireland,West Indies,19,-5,4,0,5,65.625,76.66666666666667,0,0,1472511
1,2025,West Indies,Ireland,12,-1,1,2,3,60.60606060606061,73.33333333333333,0,0,1472513
0,2025,West Indies,Pakistan,11,0,3,1,1,54.83870967741935,61.53846153846154,0,0,1472528
0,2025,Pakistan,West Indies,9,0,5,2,2,75.0,66.66666666666666,0,0,1472529
1,2025,West Indies,Pakistan,8,-3,2,1,4,66.66666666666666,75.71428571428571,0,0,1472530
1,2024/25,Netherlands,Namibia,5,-3,0,0,3,62.903225806451616,72.1311475409836,0,0,1474410
0,2024/25,Namibia,Netherlands,-10,-1,-1,1,2,75.80645161290323,65.57377049180327,1,1,1474413
1,2024/25,Namibia,Canada,18,1,1,1,0,59.67741935483871,77.41935483870968,1,1,1474414
1,2025,South Africa,Australia,-11,-2,-3,0,2,59.01639344262295,53.96825396825397,0,0,1478901
1,2025,South Africa,Australia,17,-1,0,2,3,60.0,70.0,1,1,1478902
1,2025,Australia,South Africa,21,-4,4,0,4,44.44444444444444,52.459016393442624,1,1,1478903
1,2025,Netherlands,United Arab Emirates,-12,-2,-3,0,2,63.934426229508205,60.0,0,0,1481530
1,2025,United Arab Emirates,Scotland,6,0,0,0,0,60.317460317460316,57.377049180327866,1,1,1481531
1,2025,Netherlands,Scotland,3,-2,0,0,2,59.01639344262295,60.0,1,1,1481532
0,2025,United Arab Emirates,Netherlands,-44,-1,-9,0,1,67.74193548387096,53.333333333333336,1,1,1481533
0,2025,United Arab Emirates,Scotland,-29,2,-6,3,1,64.51612903225806,50.0,1,1,1481534
1,2025,Scotland,Netherlands,-4,-3,2,1,4,62.5,54.09836065573771,0,0,1481535
1,2025,United States of America,Canada,17,0,1,1,1,50.76923076923077,59.01639344262295,1,1,1482564
1,2025,Oman,Canada,-14,0,-5,2,2,72.58064516129032,67.21311475409836,1,1,1482565
0,2025,Canada,Oman,-22,-2,-4,0,2,81.9672131147541,63.934426229508205,1,1,1482567
1,2025,United States of America,Canada,11,-1,1,1,2,59.67741935483871,65.0,1,1,1482568
1,2025,United States of America,Oman,24,-1,5,0,1,50.0,65.0,0,0,1482569
1,2025,Sri Lanka,Bangladesh,-11,2,-4,3,1,71.66666666666667,63.934426229508205,1,1,1485505
1,2025,Bangladesh,Sri Lanka,-10,-1,-7,1,2,55.38461538461539,56.666666666666664,1,1,1485506
1,2025,Sri Lanka,Bangladesh,-4,-1,1,1,2,63.934426229508205,58.730158730158735,1,1,1485507
0,2025,Scotland,Nepal,-1,1,-3,1,0,57.14285714285714,60.9375,0,0,1486772
0,2025,Netherlands,Nepal,-1,1,1,2,1,64.51612903225806,67.6923076923077,1,1,1486773
1,2025,Scotland,Netherlands,0,1,3,3,2,67.21311475409836,63.934426229508205,0,0,1486774
1,2025,Scotland,Nepal,-2,-1,-1,2,3,63.934426229508205,68.75,1,1,1486775
1,2025,Nepal,Netherlands,-14,1,-4,2,1,64.0625,59.375,0,0,1486776
0,2025,Scotland,Netherlands,-1,0,-4,1,1,54.83870967741935,55.00000000000001,1,1,1486777
1,2025,Sri Lanka,Zimbabwe,-7,-1,1,1,2,78.33333333333333,66.66666666666666,0,0,1492821
0,2025,Zimbabwe,Sri Lanka,10,1,-1,1,0,60.9375,68.33333333333333,0,0,1492822
0,2025,Canada,Namibia,27,-3,5,0,3,60.0,70.49180327868852,0,0,1498181
0,2025,Canada,Scotland,-15,2,-3,4,2,80.32786885245902,69.23076923076923,0,0,1498183
1,2025,Namibia,Canada,-24,0,-5,0,0,67.16417910447761,66.15384615384615,0,0,1498184
1,2025,Scotland,Namibia,53,-1,12,3,4,47.540983606557376,63.49206349206349,1,1,1498185
